Date;Service nº;City;Zip code;Service type;Service coordinates;Drop off parcels;Pick up parcels
2022-01-10;35782122;MADRID;28004;SameDay Drop off;40.4237535,-3.6984677;0;1
2022-01-10;35782122;MADRID;28004;SameDay Drop off;40.4255081,-3.7021596;0;1
2022-01-10;35782122;MADRID;28005;SameDay Drop off;40.4133446,-3.719542;0;1
2022-01-10;35782123;MADRID;28014;SameDay Drop off;40.4131373,-3.6969345;0;1
2022-01-10;35782124;MADRID;28012;SameDay Drop off;40.4106239721529,-3.70264613544014;0;1
2022-01-10;35782124;MADRID;28014;SameDay Drop off;40.4124981,-3.6970743;0;1
2022-01-10;35782125;MADRID;28012;SameDay Drop off;40.4095183,-3.6994513;0;1
2022-01-10;35782125;MADRID;28012;SameDay Drop off;40.4095183,-3.6994513;0;1
2022-01-10;35782125;MADRID;28014;SameDay Drop off;40.4121838711799,-3.69663778731604;0;1
2022-01-10;35782125;MADRID;28014;SameDay Drop off;40.4121838711799,-3.69663778731604;0;1
2022-01-10;35782125;MADRID;28014;SameDay Drop off;40.4121838711799,-3.69663778731604;0;1
2022-01-10;35782125;MADRID;28004;SameDay Drop off;40.4235018326216,-3.69285495303578;0;1
2022-01-10;35782126;MADRID;28012;SameDay Drop off;40.4106239721529,-3.70264613544014;0;1
2022-01-10;35782126;MADRID;28004;SameDay Drop off;40.4243899883816,-3.69516000323705;0;1
2022-01-10;35782130;MADRID;28004;SameDay Drop off;40.4246007,-3.7032545;0;1
2022-01-10;35782137;MADRID;28012;SameDay Drop off;40.4093825,-3.7015092;0;1
2022-01-10;35782137;MADRID;28012;SameDay Drop off;40.4093825,-3.7015092;0;1
2022-01-10;35782137;MADRID;28012;SameDay Drop off;40.4080532,-3.696083;0;1
2022-01-10;35782137;MADRID;28012;SameDay Drop off;40.4080532,-3.696083;0;1
2022-01-10;35782137;MADRID;28004;SameDay Drop off;40.4248558,-3.6984505;0;1
2022-01-10;35782175;MADRID;28004;SameDay Drop off;40.4248328,-3.7016911;0;1
2022-01-10;35782186;MADRID;28004;SameDay Drop off;40.4233661,-3.6997521;0;1
2022-01-10;35782192;MADRID;28012;SameDay Drop off;40.4081489,-3.6995891;0;1
2022-01-10;35782192;MADRID;28004;SameDay Drop off;40.4234675,-3.6996299;0;1
2022-01-10;35782203;MADRID;28012;SameDay Drop off;40.4102200038779,-3.69437998332754;0;1
2022-01-10;35782220;MADRID;28012;SameDay Drop off;40.4108507,-3.6975687;0;1
2022-01-10;35782220;MADRID;28012;SameDay Drop off;40.4108507,-3.6975687;0;1
2022-01-10;35782225;MADRID;28004;SameDay Drop off;40.423000017378,-3.69450998664578;0;1
2022-01-10;35782243;MADRID;28012;SameDay Drop off;40.4054043,-3.6975291;0;1
2022-01-10;35782093;MADRID;28014;SameDay Drop off;40.4129668,-3.6962699;0;1
2022-01-10;35782100;MADRID;28004;SameDay Drop off;40.4243287,-3.7012947;0;1
2022-01-10;35782101;MADRID;28012;SameDay Drop off;40.4095092876116,-3.69923642868063;0;1
2022-01-10;35782102;MADRID;28012;SameDay Drop off;40.4088427,-3.701929;0;1
2022-01-10;35782103;MADRID;28012;SameDay Drop off;40.4093604,-3.7045195;0;1
2022-01-10;35782104;MADRID;28004;SameDay Drop off;40.4233661,-3.6997521;0;1
2022-01-10;35782106;MADRID;28004;SameDay Drop off;40.4255899835497,-3.70270002805754;0;1
2022-01-10;35782106;MADRID;28012;SameDay Drop off;40.4130841,-3.700354;0;1
2022-01-10;35782106;MADRID;28012;SameDay Drop off;40.4104447,-3.7037098;0;1
2022-01-10;35782106;MADRID;28012;SameDay Drop off;40.407482,-3.6998048;0;1
2022-01-10;35782106;MADRID;28012;SameDay Drop off;40.407482,-3.6998048;0;1
2022-01-10;35782106;MADRID;28012;SameDay Drop off;40.407482,-3.6998048;0;1
2022-01-10;35782108;MADRID;28012;SameDay Drop off;40.410681999761,-3.70168074137092;0;1
2022-01-10;35782108;MADRID;28004;SameDay Drop off;40.4230169,-3.6984903;0;1
2022-01-10;35782108;MADRID;28004;SameDay Drop off;40.4230169,-3.6984903;0;1
2022-01-10;35782109;MADRID;28004;SameDay Drop off;40.4252668,-3.6977801;0;1
2022-01-10;35782112;MADRID;28004;SameDay Drop off;40.4238582,-3.6956044;0;1
2022-01-10;35782115;MADRID;28005;SameDay Drop off;40.4136542,-3.7180652;0;1
2022-01-10;35782117;MADRID;28012;SameDay Drop off;40.4089124,-3.692623;0;1
2022-01-10;35782121;MADRID;28004;SameDay Drop off;40.4253555,-3.6962;0;1
2022-01-10;35782122;MADRID;28012;SameDay Drop off;40.4058700056774,-3.69771002964009;0;1
2022-01-10;35782122;MADRID;28004;SameDay Drop off;40.4242300197595,-3.70444002733774;0;1
2022-01-10;35782123;MADRID;28012;SameDay Drop off;40.4086263,-3.7045156;0;1
2022-01-10;35782124;MADRID;28012;SameDay Drop off;40.4057601,-3.7013344;0;1
2022-01-10;35782124;MADRID;28012;SameDay Drop off;40.4073844,-3.6965382;0;1
2022-01-10;35782124;MADRID;28012;SameDay Drop off;40.4054043,-3.6975291;0;1
2022-01-10;35782125;MADRID;28004;SameDay Drop off;40.4245100172351,-3.69889003396915;0;1
2022-01-10;35782125;MADRID;28004;SameDay Drop off;40.4246861,-3.6975687;0;1
2022-01-10;35782125;MADRID;28012;SameDay Drop off;40.4094057607131,-3.69804091889447;0;1
2022-01-10;35782127;MADRID;28004;SameDay Drop off;40.4252465,-3.7005614;0;1
2022-01-10;35782128;MADRID;28012;SameDay Drop off;40.4136555,-3.7000065;0;1
2022-01-10;35782131;MADRID;28004;SameDay Drop off;40.4230609,-3.7023071;0;1
2022-01-10;35782131;MADRID;28004;SameDay Drop off;40.4230609,-3.7023071;0;1
2022-01-10;35782135;MADRID;28012;SameDay Drop off;40.4113104,-3.7018497;0;1
2022-01-10;35782135;MADRID;28004;SameDay Drop off;40.4253555,-3.6962;0;1
2022-01-10;35782143;MADRID;28012;SameDay Drop off;40.4092719,-3.6988493;0;1
2022-01-10;35782175;MADRID;28004;SameDay Drop off;40.4240048,-3.7027218;0;1
2022-01-10;35782175;MADRID;28004;SameDay Drop off;40.4240048,-3.7027218;0;1
2022-01-10;35782184;MADRID;28004;SameDay Drop off;40.425792320395,-3.70398889066786;0;1
2022-01-10;35782184;MADRID;28004;SameDay Drop off;40.425792320395,-3.70398889066786;0;1
2022-01-10;35782185;MADRID;28012;SameDay Drop off;40.4048025,-3.6970377;0;1
2022-01-10;35782187;MADRID;28004;SameDay Drop off;40.4252779,-3.698956;0;1
2022-01-10;35782188;MADRID;28014;SameDay Drop off;40.4125036,-3.6968553;0;1
2022-01-10;35782190;MADRID;28005;SameDay Drop off;40.4134767,-3.7208235;0;1
2022-01-10;35782190;MADRID;28005;SameDay Drop off;40.4134767,-3.7208235;0;1
2022-01-10;35782199;MADRID;28012;SameDay Drop off;40.4048698,-3.7011956;0;1
2022-01-10;35782201;MADRID;28014;SameDay Drop off;40.4126419,-3.6962607;0;1
2022-01-10;35782202;MADRID;28012;SameDay Drop off;40.4094469,-3.6991939;0;1
2022-01-10;35782209;MADRID;28004;SameDay Drop off;40.423106,-3.6971621;0;1
2022-01-10;35782215;MADRID;28012;SameDay Drop off;40.4063977,-3.6997955;0;1
2022-01-10;35782239;MADRID;28012;SameDay Drop off;40.4105745,-3.7009803;0;1
2022-01-10;35782240;MADRID;28012;SameDay Drop off;40.4093891,-3.6981078;0;1
2022-01-10;35782243;MADRID;28012;SameDay Drop off;40.4100366,-3.6956662;0;1
2022-01-10;35782275;MADRID;28012;SameDay Drop off;40.4070905,-3.7026678;0;1
2022-01-10;35782093;MADRID;28004;SameDay Drop off;40.4246155,-3.6972913;0;1
2022-01-10;35782105;MADRID;28012;SameDay Drop off;40.4052678,-3.7010948;0;1
2022-01-10;35782111;MADRID;28012;SameDay Drop off;40.4096608,-3.6960286;0;1
2022-01-10;35782115;MADRID;28004;SameDay Drop off;40.4234675,-3.6996299;0;1
2022-01-10;35782117;MADRID;28004;SameDay Drop off;40.4254618,-3.7043909;0;1
2022-01-10;35782124;MADRID;28004;SameDay Drop off;40.4235123,-3.7014675;0;1
2022-01-10;35782130;MADRID;28012;SameDay Drop off;40.4088224,-3.6994683;0;1
2022-01-10;35782190;MADRID;28012;SameDay Drop off;40.4069799792054,-3.69486998938717;0;1
2022-01-10;35782198;MADRID;28004;SameDay Drop off;40.4246155,-3.6972913;0;1
2022-01-10;35782198;MADRID;28004;SameDay Drop off;40.4246155,-3.6972913;0;1
2022-01-10;35782202;MADRID;28004;SameDay Drop off;40.4243621,-3.7014929;0;1
2022-01-10;35782280;MADRID;28004;SameDay Drop off;40.4230222,-3.7023047;0;1
2022-01-10;35782099;MADRID;28015;SameDay Drop off;40.4354528,-3.7070627;0;1
2022-01-10;35782111;MADRID;28004;SameDay Drop off;40.4243935,-3.7029993;0;1
2022-01-10;35782114;MADRID;28015;SameDay Drop off;40.4326984,-3.7136441;0;1
2022-01-10;35782115;MADRID;28012;SameDay Drop off;40.4081489,-3.6995891;0;1
2022-01-10;35782119;MADRID;28015;SameDay Drop off;40.429689991488,-3.71393001811296;0;1
2022-01-10;35782121;MADRID;28005;SameDay Drop off;40.4116726,-3.7177682;0;1
2022-01-10;35782124;MADRID;28015;SameDay Drop off;40.4326984,-3.7136441;0;1
2022-01-10;35782129;MADRID;28004;SameDay Drop off;40.4256998,-3.6969996;0;1
2022-01-10;35782131;MADRID;28005;SameDay Drop off;40.4116021,-3.7206218;0;1
2022-01-10;35782132;MADRID;28012;SameDay Drop off;40.4097085,-3.6989421;0;1
2022-01-10;35782132;MADRID;28012;SameDay Drop off;40.4106563,-3.6961814;0;1
2022-01-10;35782133;MADRID;28012;SameDay Drop off;40.4048698,-3.7011956;0;1
2022-01-10;35782138;MADRID;28012;SameDay Drop off;40.4106369,-3.7031751;0;1
2022-01-10;35782139;MADRID;28015;SameDay Drop off;40.4355316,-3.7046048;0;1
2022-01-10;35782139;MADRID;28015;SameDay Drop off;40.4363047,-3.713216;0;1
2022-01-10;35782139;MADRID;28012;SameDay Drop off;40.4078485,-3.6998911;0;1
2022-01-10;35782140;MADRID;28012;SameDay Drop off;40.4120604,-3.7017309;0;1
2022-01-10;35782141;MADRID;28012;SameDay Drop off;40.4079765,-3.6984934;0;1
2022-01-10;35782141;MADRID;28015;SameDay Drop off;40.4366626,-3.7133467;0;1
2022-01-10;35782141;MADRID;28015;SameDay Drop off;40.4318248306086,-3.70494504307982;0;1
2022-01-10;35782141;MADRID;28015;SameDay Drop off;40.4352686,-3.7047435;0;1
2022-01-10;35782141;MADRID;28004;SameDay Drop off;40.4241397,-3.6963575;0;1
2022-01-10;35782142;MADRID;28005;SameDay Drop off;40.4137389,-3.719999;0;1
2022-01-10;35782142;MADRID;28015;SameDay Drop off;40.4355807,-3.7155765;0;1
2022-01-10;35782142;MADRID;28004;SameDay Drop off;40.4246815,-3.6981838;0;1
2022-01-10;35782142;MADRID;28014;SameDay Drop off;40.4133538,-3.6963796;0;1
2022-01-10;35782143;MADRID;28012;SameDay Drop off;40.4052419,-3.6960498;0;1
2022-01-10;35782144;MADRID;28015;SameDay Drop off;40.4380896,-3.7097387;0;1
2022-01-10;35782144;MADRID;28015;SameDay Drop off;40.4366626,-3.7133467;0;1
2022-01-10;35782144;MADRID;28004;SameDay Drop off;40.4239019,-3.6959833;0;1
2022-01-10;35782144;MADRID;28012;SameDay Drop off;40.4099081,-3.6966936;0;1
2022-01-10;35782144;MADRID;28005;SameDay Drop off;40.4132968,-3.7184583;0;1
2022-01-10;35782145;MADRID;28004;SameDay Drop off;40.4241823,-3.7008983;0;1
2022-01-10;35782146;MADRID;28012;SameDay Drop off;40.4066724864225,-3.70135980359347;0;1
2022-01-10;35782146;MADRID;28012;SameDay Drop off;40.4066724864225,-3.70135980359347;0;1
2022-01-10;35782146;MADRID;28015;SameDay Drop off;40.4356093,-3.707142;0;1
2022-01-10;35782146;MADRID;28015;SameDay Drop off;40.4338291,-3.7081767;0;1
2022-01-10;35782147;MADRID;28015;SameDay Drop off;40.4312563,-3.7105812;0;1
2022-01-10;35782148;MADRID;28014;SameDay Drop off;40.4116447,-3.6951113;0;1
2022-01-10;35782148;MADRID;28015;SameDay Drop off;40.4313673,-3.7130097;0;1
2022-01-10;35782150;MADRID;28015;SameDay Drop off;40.4366983,-3.7040611;0;1
2022-01-10;35782152;MADRID;28015;SameDay Drop off;40.4359009,-3.7129304;0;1
2022-01-10;35782152;MADRID;28012;SameDay Drop off;40.4115255,-3.6971957;0;1
2022-01-10;35782153;MADRID;28015;SameDay Drop off;40.4368441,-3.7039328;0;1
2022-01-10;35782155;MADRID;28015;SameDay Drop off;40.4350338,-3.715805;0;1
2022-01-10;35782156;MADRID;28004;SameDay Drop off;40.425569,-3.6955919;0;1
2022-01-10;35782156;MADRID;28004;SameDay Drop off;40.4232316,-3.6940573;0;1
2022-01-10;35782157;MADRID;28015;SameDay Drop off;40.4368441,-3.7039328;0;1
2022-01-10;35782157;MADRID;28012;SameDay Drop off;40.4070806,-3.6998281;0;1
2022-01-10;35782158;MADRID;28012;SameDay Drop off;40.4100007,-3.7041645;0;1
2022-01-10;35782159;MADRID;28012;SameDay Drop off;40.4095092876116,-3.69923642868063;0;1
2022-01-10;35782159;MADRID;28014;SameDay Drop off;40.4127581,-3.6961463;0;1
2022-01-10;35782159;MADRID;28005;SameDay Drop off;40.4113759,-3.7196102;0;1
2022-01-10;35782159;MADRID;28015;SameDay Drop off;40.4369743,-3.709818;0;1
2022-01-10;35782162;MADRID;28015;SameDay Drop off;40.4347118,-3.7153094;0;1
2022-01-10;35782162;MADRID;28015;SameDay Drop off;40.4314532,-3.7083262;0;1
2022-01-10;35782164;MADRID;28015;SameDay Drop off;40.4309143,-3.7099098;0;1
2022-01-10;35782167;MADRID;28015;SameDay Drop off;40.433387,-3.7088645;0;1
2022-01-10;35782167;MADRID;28012;SameDay Drop off;40.4073151,-3.7004091;0;1
2022-01-10;35782170;MADRID;28005;SameDay Drop off;40.4116726,-3.7177682;0;1
2022-01-10;35782170;MADRID;28015;SameDay Drop off;40.4342552,-3.7066068;0;1
2022-01-10;35782170;MADRID;28015;SameDay Drop off;40.4346359,-3.7041334;0;1
2022-01-10;35782175;MADRID;28015;SameDay Drop off;40.438541,-3.7142586;0;1
2022-01-10;35782177;MADRID;28012;SameDay Drop off;40.4095147,-3.6934863;0;1
2022-01-10;35782185;MADRID;28012;SameDay Drop off;40.4065845,-3.7004227;0;1
2022-01-10;35782189;MADRID;28012;SameDay Drop off;40.4136464,-3.6996695;0;1
2022-01-10;35782191;MADRID;28012;SameDay Drop off;40.4061357,-3.6979752;0;1
2022-01-10;35782193;MADRID;28015;SameDay Drop off;40.4337183,-3.7064184;0;1
2022-01-10;35782195;MADRID;28012;SameDay Drop off;40.4099081,-3.6966936;0;1
2022-01-10;35782195;MADRID;28015;SameDay Drop off;40.4310800463106,-3.70968487752121;0;1
2022-01-10;35782195;MADRID;28015;SameDay Drop off;40.4310800463106,-3.70968487752121;0;1
2022-01-10;35782195;MADRID;28015;SameDay Drop off;40.4363047,-3.713216;0;1
2022-01-10;35782196;MADRID;28015;SameDay Drop off;40.4333006,-3.7155137;0;1
2022-01-10;35782198;MADRID;28015;SameDay Drop off;40.4306155,-3.7133665;0;1
2022-01-10;35782198;MADRID;28015;SameDay Drop off;40.4306155,-3.7133665;0;1
2022-01-10;35782199;MADRID;28004;SameDay Drop off;40.4253486,-3.7030866;0;1
2022-01-10;35782200;MADRID;28015;SameDay Drop off;40.4378499837769,-3.71541001075664;0;1
2022-01-10;35782204;MADRID;28012;SameDay Drop off;40.4052419,-3.6960498;0;1
2022-01-10;35782204;MADRID;28004;SameDay Drop off;40.4240486,-3.7001055;0;1
2022-01-10;35782204;MADRID;28012;SameDay Drop off;40.4072396,-3.7039703;0;1
2022-01-10;35782204;MADRID;28004;SameDay Drop off;40.4250963,-3.691769;0;1
2022-01-10;35782205;MADRID;28004;SameDay Drop off;40.425384,-3.6947399;0;1
2022-01-10;35782205;MADRID;28015;SameDay Drop off;40.4320818,-3.7091021;0;1
2022-01-10;35782206;MADRID;28004;SameDay Drop off;40.4247417,-3.6958247;0;1
2022-01-10;35782206;MADRID;28012;SameDay Drop off;40.4092036,-3.7030786;0;1
2022-01-10;35782207;MADRID;28005;SameDay Drop off;40.4116514,-3.7203849;0;1
2022-01-10;35782207;MADRID;28005;SameDay Drop off;40.4116514,-3.7203849;0;1
2022-01-10;35782208;MADRID;28015;SameDay Drop off;40.4322846,-3.7074527;0;1
2022-01-10;35782208;MADRID;28015;SameDay Drop off;40.431233,-3.7076708;0;1
2022-01-10;35782209;MADRID;28015;SameDay Drop off;40.4308899866561,-3.71167998002454;0;1
2022-01-10;35782218;MADRID;28005;SameDay Drop off;40.4133137,-3.7202985;0;1
2022-01-10;35782251;MADRID;28004;SameDay Drop off;40.4244396,-3.7028011;0;1
2022-01-10;35782253;MADRID;28012;SameDay Drop off;40.410386,-3.6975724;0;1
2022-01-10;35782096;MADRID;28012;SameDay Drop off;40.4080532,-3.696083;0;1
2022-01-10;35782096;MADRID;28012;SameDay Drop off;40.4080532,-3.696083;0;1
2022-01-10;35782097;MADRID;28015;SameDay Drop off;40.4318133,-3.711844;0;1
2022-01-10;35782098;MADRID;28015;SameDay Drop off;40.4355982,-3.7142211;0;1
2022-01-10;35782098;MADRID;28015;SameDay Drop off;40.4355982,-3.7142211;0;1
2022-01-10;35782099;MADRID;28004;SameDay Drop off;40.4253944,-3.7015326;0;1
2022-01-10;35782099;MADRID;28004;SameDay Drop off;40.4253944,-3.7015326;0;1
2022-01-10;35782100;MADRID;28015;SameDay Drop off;40.4324245,-3.7120609;0;1
2022-01-10;35782101;MADRID;28012;SameDay Drop off;40.4055139,-3.7015722;0;1
2022-01-10;35782102;MADRID;28015;SameDay Drop off;40.435542,-3.7154567;0;1
2022-01-10;35782102;MADRID;28015;SameDay Drop off;40.435542,-3.7154567;0;1
2022-01-10;35782113;MADRID;28015;SameDay Drop off;40.4347592,-3.7070032;0;1
2022-01-10;35782124;MADRID;28015;SameDay Drop off;40.4301799975476,-3.71331000873508;0;1
2022-01-10;35782124;MADRID;28015;SameDay Drop off;40.4301799975476,-3.71331000873508;0;1
2022-01-10;35782129;MADRID;28015;SameDay Drop off;40.4334612,-3.7091899;0;1
2022-01-10;35782131;MADRID;28004;SameDay Drop off;40.4256998,-3.6969996;0;1
2022-01-10;35782138;MADRID;28004;SameDay Drop off;40.4240223,-3.7028325;0;1
2022-01-10;35782138;MADRID;28015;SameDay Drop off;40.4379564,-3.7172166;0;1
2022-01-10;35782138;MADRID;28015;SameDay Drop off;40.4301799975476,-3.71331000873508;0;1
2022-01-10;35782139;MADRID;28014;SameDay Drop off;40.4111715,-3.6955628;0;1
2022-01-10;35782139;MADRID;28012;SameDay Drop off;40.413122,-3.7023277;0;1
2022-01-10;35782140;MADRID;28012;SameDay Drop off;40.4115488449867,-3.70035470571254;0;1
2022-01-10;35782140;MADRID;28004;SameDay Drop off;40.4233661,-3.6997521;0;1
2022-01-10;35782141;MADRID;28014;SameDay Drop off;40.4116262,-3.6962891;0;1
2022-01-10;35782141;MADRID;28014;SameDay Drop off;40.4116262,-3.6962891;0;1
2022-01-10;35782142;MADRID;28015;SameDay Drop off;40.4309143,-3.7099098;0;1
2022-01-10;35782142;MADRID;28015;SameDay Drop off;40.43787,-3.7086234;0;1
2022-01-10;35782142;MADRID;28005;SameDay Drop off;40.4115806,-3.7192457;0;1
2022-01-10;35782143;MADRID;28015;SameDay Drop off;40.4337388,-3.7066493;0;1
2022-01-10;35782143;MADRID;28015;SameDay Drop off;40.4317793,-3.7108683;0;1
2022-01-10;35782143;MADRID;28012;SameDay Drop off;40.4050673,-3.6969085;0;1
2022-01-10;35782143;MADRID;28015;SameDay Drop off;40.4333547,-3.7130097;0;1
2022-01-10;35782144;MADRID;28015;SameDay Drop off;40.4356317,-3.7040896;0;1
2022-01-10;35782144;MADRID;28015;SameDay Drop off;40.437203,-3.7152576;0;1
2022-01-10;35782144;MADRID;28015;SameDay Drop off;40.4348091,-3.7147543;0;1
2022-01-10;35782144;MADRID;28004;SameDay Drop off;40.4250716,-3.691775;0;1
2022-01-10;35782145;MADRID;28004;SameDay Drop off;40.4249274,-3.6981038;0;1
2022-01-10;35782145;MADRID;28015;SameDay Drop off;40.4388419,-3.7151345;0;1
2022-01-10;35782145;MADRID;28015;SameDay Drop off;40.4366983,-3.7040611;0;1
2022-01-10;35782145;MADRID;28015;SameDay Drop off;40.4363047,-3.713216;0;1
2022-01-10;35782145;MADRID;28015;SameDay Drop off;40.437203,-3.7152576;0;1
2022-01-10;35782146;MADRID;28015;SameDay Drop off;40.4319983,-3.7057148;0;1
2022-01-10;35782146;MADRID;28005;SameDay Drop off;40.4124492,-3.7203056;0;1
2022-01-10;35782146;MADRID;28012;SameDay Drop off;40.4064702,-3.6995991;0;1
2022-01-10;35782148;MADRID;28015;SameDay Drop off;40.4358359,-3.7099964;0;1
2022-01-10;35782148;MADRID;28015;SameDay Drop off;40.435669,-3.7133467;0;1
2022-01-10;35782148;MADRID;28005;SameDay Drop off;40.4123098,-3.7178676;0;1
2022-01-10;35782149;MADRID;28015;SameDay Drop off;40.430461,-3.7129228;0;1
2022-01-10;35782149;MADRID;28015;SameDay Drop off;40.4346066,-3.7133322;0;1
2022-01-10;35782150;MADRID;28004;SameDay Drop off;40.4250963,-3.691769;0;1
2022-01-10;35782151;MADRID;28015;SameDay Drop off;40.4360471,-3.7102835;0;1
2022-01-10;35782151;MADRID;28012;SameDay Drop off;40.4120604,-3.7017309;0;1
2022-01-10;35782151;MADRID;28015;SameDay Drop off;40.4360471,-3.7102835;0;1
2022-01-10;35782151;MADRID;28004;SameDay Drop off;40.4230935,-3.7038714;0;1
2022-01-10;35782151;MADRID;28004;SameDay Drop off;40.4240486,-3.7001055;0;1
2022-01-10;35782151;MADRID;28015;SameDay Drop off;40.4364265,-3.7051994;0;1
2022-01-10;35782151;MADRID;28015;SameDay Drop off;40.4342552,-3.7066068;0;1
2022-01-10;35782152;MADRID;28012;SameDay Drop off;40.4089879365311,-3.69912864968013;0;1
2022-01-10;35782152;MADRID;28014;SameDay Drop off;40.4129699805812,-3.69730996140154;0;1
2022-01-10;35782153;MADRID;28015;SameDay Drop off;40.4349474,-3.708472;0;1
2022-01-10;35782153;MADRID;28014;SameDay Drop off;40.4126419,-3.6962607;0;1
2022-01-10;35782154;MADRID;28015;SameDay Drop off;40.4383268,-3.7097784;0;1
2022-01-10;35782156;MADRID;28012;SameDay Drop off;40.4102758,-3.6943979;0;1
2022-01-10;35782156;MADRID;28015;SameDay Drop off;40.4359009,-3.7129304;0;1
2022-01-10;35782158;MADRID;28015;SameDay Drop off;40.4337437,-3.7145216;0;1
2022-01-10;35782158;MADRID;28015;SameDay Drop off;40.4337437,-3.7145216;0;1
2022-01-10;35782160;MADRID;28015;SameDay Drop off;40.4355900131332,-3.70550997727807;0;1
2022-01-10;35782161;MADRID;28012;SameDay Drop off;40.4050673,-3.6969085;0;1
2022-01-10;35782164;MADRID;28012;SameDay Drop off;40.4067617,-3.6971773;0;1
2022-01-10;35782165;MADRID;28004;SameDay Drop off;40.4241683,-3.6954577;0;1
2022-01-10;35782166;MADRID;28012;SameDay Drop off;40.4041324,-3.702088;0;1
2022-01-10;35782166;MADRID;28015;SameDay Drop off;40.434919,-3.7130325;0;1
2022-01-10;35782167;MADRID;28015;SameDay Drop off;40.4306533,-3.7103254;0;1
2022-01-10;35782169;MADRID;28012;SameDay Drop off;40.4071477,-3.6977273;0;1
2022-01-10;35782171;MADRID;28004;SameDay Drop off;40.4242499,-3.6960818;0;1
2022-01-10;35782172;MADRID;28012;SameDay Drop off;40.4100353,-3.6966642;0;1
2022-01-10;35782173;MADRID;28004;SameDay Drop off;40.4237618,-3.6958326;0;1
2022-01-10;35782174;MADRID;28012;SameDay Drop off;40.4089992,-3.7036377;0;1
2022-01-10;35782177;MADRID;28004;SameDay Drop off;40.4234713,-3.699511;0;1
2022-01-10;35782179;MADRID;28015;SameDay Drop off;40.4358359,-3.7099964;0;1
2022-01-10;35782180;MADRID;28015;SameDay Drop off;40.4312242,-3.7126511;0;1
2022-01-10;35782186;MADRID;28015;SameDay Drop off;40.432886,-3.714609;0;1
2022-01-10;35782187;MADRID;28015;SameDay Drop off;40.4316291,-3.7083068;0;1
